review,cleaned,sentiment,keyboard
there 's surely something wrong with a comedy where the only belly laughs come from the selection of outtakes tacked onto the end credits,there s surely something wrong with a comedy where the only belly laughs come from the selection of outtakes tacked onto the end credits,Positive,"['comedy', 'laughs', 'outtakes']"
"no , it 's not as single minded as john carpenter 's original , but it 's sure a lot smarter and more unnerving than the sequels",no  it s not as single minded as john carpenter s original  but it s sure a lot smarter and more unnerving than the sequels,Positive,"['minded', 'sequels', 'carpenter']"
"beating the austin powers films at their own game , this blaxploitation spoof downplays the raunch in favor of gags that rely on the strength of their own cleverness as opposed to the extent of their outrageousness",beating the austin powers films at their own game  this blaxploitation spoof downplays the raunch in favor of gags that rely on the strength of their own cleverness as opposed to the extent of their outrageousness,Positive,"['spoof', 'blaxploitation', 'gags']"
"viewers are asked so often to suspend belief that were it not for holm 's performance , the film would be a total washout",viewers are asked so often to suspend belief that were it not for holm s performance  the film would be a total washout,Negative,"['holm', 'viewers', 'washout']"
"there 's no palpable chemistry between lopez and male lead ralph fiennes , plus the script by working girl scribe kevin wade is workmanlike in the extreme",there s no palpable chemistry between lopez and male lead ralph fiennes  plus the script by working girl scribe kevin wade is workmanlike in the extreme,Negative,"['fiennes', 'lopez', 'workmanlike']"
spy action flick with antonio banderas and lucy liu never comes together,spy action flick with antonio banderas and lucy liu never comes together,Neutral,"['banderas', 'spy', 'flick']"
there 's already been too many of these films,there s already been too many of these films,Neutral,['films']
we want the funk and this movie 's got it,we want the funk and this movie s got it,Positive,"['funk', 'movie', 'want']"
"lrb a rrb thoughtful , visually graceful work",lrb a rrb thoughtful  visually graceful work,Positive,"['rrb', 'lrb', 'graceful']"
shows moments of promise but ultimately succumbs to cliches and pat storytelling,shows moments of promise but ultimately succumbs to cliches and pat storytelling,Positive,"['cliches', 'storytelling', 'moments']"
"like the rugrats movies , the wild thornberrys movie does n't offer much more than the series , but its emphasis on caring for animals and respecting other cultures is particularly welcome",like the rugrats movies  the wild thornberrys movie does nt offer much more than the series  but its emphasis on caring for animals and respecting other cultures is particularly welcome,Positive,"['thornberrys', 'movies', 'animals']"
"a waterlogged version of ` fatal attraction ' for the teeny bopper set a sad , soggy potboiler that wastes the talents of its attractive young leads",a waterlogged version of  fatal attraction  for the teeny bopper set a sad  soggy potboiler that wastes the talents of its attractive young leads,Positive,"['bopper', 'attraction', 'potboiler']"
"the film starts promisingly , but the ending is all too predictable and far too cliched to really work",the film starts promisingly  but the ending is all too predictable and far too cliched to really work,Positive,"['ending', 'predictable', 'cliched']"
the script manages the rare trick of seeming at once both refreshingly different and reassuringly familiar,the script manages the rare trick of seeming at once both refreshingly different and reassuringly familiar,Positive,"['script', 'familiar', 'refreshingly']"
kudos to the most enchanting film of the year,kudos to the most enchanting film of the year,Positive,"['enchanting', 'film', 'year']"
the engagingly primitive animated special effects contribute to a mood that 's sustained through the surprisingly somber conclusion,the engagingly primitive animated special effects contribute to a mood that s sustained through the surprisingly somber conclusion,Positive,"['somber', 'mood', 'animated']"
"by its modest , straight ahead standards , undisputed scores a direct hit",by its modest  straight ahead standards  undisputed scores a direct hit,Positive,"['scores', 'standards', 'undisputed']"
i 'm guessing the director is a magician,i m guessing the director is a magician,Neutral,"['director', 'magician', 'guessing']"
a dashing and absorbing outing with one of france 's most inventive directors,a dashing and absorbing outing with one of france s most inventive directors,Neutral,"['directors', 'france', 'inventive']"
"it irritates and saddens me that martin lawrence 's latest vehicle can explode obnoxiously into 2,500 screens while something of bubba ho tep 's clearly evident quality may end up languishing on a shelf somewhere",it irritates and saddens me that martin lawrence s latest vehicle can explode obnoxiously into 2500 screens while something of bubba ho tep s clearly evident quality may end up languishing on a shelf somewhere,Negative,"['screens', 'bubba', 'quality']"
that chirpy songbird britney spears has popped up with more mindless drivel,that chirpy songbird britney spears has popped up with more mindless drivel,Negative,"['britney', 'mindless', 'drivel']"
none of the characters or plot lines are fleshed out enough to build any interest,none of the characters or plot lines are fleshed out enough to build any interest,Positive,"['characters', 'plot', 'lines']"
"when all is said and done , she loves them to pieces and so , i trust , will you",when all is said and done  she loves them to pieces and so  i trust  will you,Positive,"['loves', 'trust', 'pieces']"
"ultimately too repellent to fully endear itself to american art house audiences , but it is notable for its stylistic austerity and forcefulness",ultimately too repellent to fully endear itself to american art house audiences  but it is notable for its stylistic austerity and forcefulness,Neutral,"['stylistic', 'art', 'audiences']"
